second,bucket,sessions
1970/01/01 08:10:15,tcp-syn,2
1970/01/01 08:10:19,tcp-syn,1
1970/01/01 08:10:26,tcp-syn,2
1970/01/01 08:10:27,tcp-syn,1
1970/01/01 08:10:28,tcp-syn,5
1970/01/01 08:10:34,tcp-syn,1
1970/01/01 08:10:51,tcp-syn,1
1970/01/01 08:10:58,tcp-syn,1
1970/01/01 08:11:00,tcp-syn,1
1970/01/01 08:11:02,tcp-syn,1
1970/01/01 08:11:11,tcp-syn,1
1970/01/01 08:11:12,udp,1
1970/01/01 08:11:13,tcp-syn,2
1970/01/01 08:11:16,tcp-syn,2
1970/01/01 08:11:21,tcp-syn,2
1970/01/01 08:11:24,tcp-syn,1
1970/01/01 08:11:26,tcp-syn,2
1970/01/01 08:11:27,tcp-syn,1
1970/01/01 08:11:30,tcp-syn,1
1970/01/01 08:11:33,tcp-syn,2
1970/01/01 08:11:35,tcp-syn,1
1970/01/01 08:11:45,tcp-syn,1
1970/01/01 08:11:48,tcp-syn,2
1970/01/01 08:12:16,tcp-syn,1
1970/01/01 08:12:18,tcp-syn,1
1970/01/01 08:12:22,tcp-syn,2
1970/01/01 08:12:27,tcp-syn,2
1970/01/01 08:12:29,tcp-syn,2
1970/01/01 08:12:34,tcp-syn,1
1970/01/01 08:12:36,tcp-syn,2
1970/01/01 08:12:37,tcp-syn,1
1970/01/01 08:12:39,tcp-syn,1
1970/01/01 08:12:43,tcp-syn,1
1970/01/01 08:12:45,tcp-syn,2
1970/01/01 08:12:47,tcp-syn,1
1970/01/01 08:12:48,tcp-syn,4
1970/01/01 08:12:51,tcp-syn,1
1970/01/01 08:12:55,udp,2
1970/01/01 08:12:58,tcp-syn,1
1970/01/01 08:13:09,udp,1
1970/01/01 08:13:12,tcp-syn,2
1970/01/01 08:13:13,tcp-syn,1
1970/01/01 08:13:20,tcp-syn,1
1970/01/01 08:13:22,tcp-syn,1
1970/01/01 08:13:23,tcp-syn,2
1970/01/01 08:13:23,udp,2
1970/01/01 08:13:26,tcp-syn,1
1970/01/01 08:13:29,tcp-syn,1
1970/01/01 08:13:30,tcp-syn,2
1970/01/01 08:13:31,tcp-syn,1
1970/01/01 08:13:32,tcp-syn,1
1970/01/01 08:13:32,udp,1
1970/01/01 08:13:34,tcp-syn,1
1970/01/01 08:13:38,tcp-syn,3
1970/01/01 08:13:47,tcp-syn,1
1970/01/01 08:13:48,tcp-syn,1
1970/01/01 08:13:55,tcp-syn,1
1970/01/01 08:13:58,tcp-syn,2
1970/01/01 08:14:07,tcp-syn,1
1970/01/01 08:14:10,tcp-syn,1
1970/01/01 08:14:12,tcp-syn,2
1970/01/01 08:14:21,tcp-syn,1
1970/01/01 08:14:23,tcp-syn,1
1970/01/01 08:14:29,tcp-syn,1
1970/01/01 08:14:36,tcp-syn,2
1970/01/01 08:14:39,tcp-syn,2
1970/01/01 08:14:40,udp,1
1970/01/01 08:14:46,tcp-syn,1
1970/01/01 08:15:02,udp,1
1970/01/01 08:15:06,tcp-syn,1
1970/01/01 08:15:11,tcp-syn,2
1970/01/01 08:15:15,tcp-syn,1
1970/01/01 08:15:16,udp,2
1970/01/01 08:15:28,tcp-syn,1
1970/01/01 08:15:31,tcp-syn,3
1970/01/01 08:15:33,tcp-syn,2
1970/01/01 08:15:45,tcp-syn,1
1970/01/01 08:15:52,tcp-syn,1
1970/01/01 08:15:56,tcp-syn,2
1970/01/01 08:16:03,tcp-syn,1
1970/01/01 08:16:12,tcp-syn,1
1970/01/01 08:16:13,tcp-syn,1
1970/01/01 08:16:16,tcp-syn,1
1970/01/01 08:16:20,tcp-syn,3
1970/01/01 08:16:27,tcp-syn,2
1970/01/01 08:16:30,tcp-syn,1
1970/01/01 08:16:43,tcp-syn,4
1970/01/01 08:16:49,tcp-syn,2
1970/01/01 08:16:53,tcp-syn,2
1970/01/01 08:17:00,tcp-syn,2
1970/01/01 08:17:07,tcp-syn,1
1970/01/01 08:17:09,tcp-syn,1
1970/01/01 08:17:15,tcp-syn,1
1970/01/01 08:17:21,tcp-syn,2
1970/01/01 08:17:25,tcp-syn,2
1970/01/01 08:17:30,tcp-syn,1
1970/01/01 08:17:32,tcp-syn,1
1970/01/01 08:17:34,tcp-syn,1
1970/01/01 08:17:40,tcp-syn,1
1970/01/01 08:17:46,udp,1
1970/01/01 08:17:52,tcp-syn,2
1970/01/01 08:17:59,tcp-syn,2
1970/01/01 08:18:00,tcp-syn,1
1970/01/01 08:18:06,tcp-syn,1
1970/01/01 08:18:12,tcp-syn,2
1970/01/01 08:18:17,udp,1
1970/01/01 08:18:18,tcp-syn,1
1970/01/01 08:18:22,udp,2
1970/01/01 08:18:31,tcp-syn,1
1970/01/01 08:18:32,tcp-syn,1
1970/01/01 08:18:33,tcp-syn,1
1970/01/01 08:18:38,tcp-syn,1
1970/01/01 08:18:49,tcp-syn,1
1970/01/01 08:18:56,tcp-syn,2
1970/01/01 08:19:00,tcp-syn,1
1970/01/01 08:19:12,tcp-syn,4
1970/01/01 08:19:18,tcp-syn,1
1970/01/01 08:19:24,tcp-syn,1
1970/01/01 08:19:28,tcp-syn,2
1970/01/01 08:19:29,tcp-syn,5
1970/01/01 08:19:39,tcp-syn,1
1970/01/01 08:19:45,tcp-syn,1
1970/01/01 08:19:54,tcp-syn,1
1970/01/01 08:19:59,tcp-syn,1
1970/01/01 08:20:04,tcp-syn,2
1970/01/01 08:20:08,tcp-syn,2
1970/01/01 08:20:14,udp,1
1970/01/01 08:20:15,tcp-syn,2
1970/01/01 08:20:17,tcp-syn,1
1970/01/01 08:20:23,tcp-syn,1
1970/01/01 08:20:24,tcp-syn,1
1970/01/01 08:20:30,tcp-syn,2
1970/01/01 08:20:44,tcp-syn,1
1970/01/01 08:21:04,tcp-syn,1
1970/01/01 08:21:05,udp,1
1970/01/01 08:21:12,tcp-syn,1
1970/01/01 08:21:15,tcp-syn,2
1970/01/01 08:21:16,tcp-syn,1
1970/01/01 08:21:19,tcp-syn,1
1970/01/01 08:21:23,tcp-syn,1
1970/01/01 08:21:35,tcp-syn,1
1970/01/01 08:21:37,tcp-syn,1
1970/01/01 08:21:39,tcp-syn,1
1970/01/01 08:21:56,tcp-syn,1
1970/01/01 08:21:59,tcp-syn,2
1970/01/01 08:22:00,tcp-syn,2
1970/01/01 08:22:07,tcp-syn,1
1970/01/01 08:22:13,tcp-syn,1
1970/01/01 08:22:15,tcp-syn,1
1970/01/01 08:22:24,tcp-syn,2
1970/01/01 08:22:25,tcp-syn,2
1970/01/01 08:22:27,tcp-syn,1
1970/01/01 08:22:33,tcp-syn,2
1970/01/01 08:22:34,tcp-syn,1
1970/01/01 08:22:35,tcp-syn,2
1970/01/01 08:22:47,tcp-syn,1
1970/01/01 08:22:54,tcp-syn,2
1970/01/01 08:22:58,tcp-syn,1
1970/01/01 08:22:59,tcp-syn,1
1970/01/01 08:23:00,tcp-syn,1
1970/01/01 08:23:01,tcp-syn,2
1970/01/01 08:23:02,tcp-syn,2
1970/01/01 08:23:18,udp,2
1970/01/01 08:23:35,tcp-syn,1
1970/01/01 08:23:46,tcp-syn,1
1970/01/01 08:23:46,udp,2
1970/01/01 08:23:53,tcp-syn,1
1970/01/01 08:23:59,tcp-syn,1
1970/01/01 08:24:00,tcp-syn,1
1970/01/01 08:24:08,tcp-syn,1
1970/01/01 08:24:11,tcp-syn,1
1970/01/01 08:24:31,udp,1
1970/01/01 08:24:51,tcp-syn,1
1970/01/01 08:24:52,tcp-syn,1
1970/01/01 08:24:58,tcp-syn,1
1970/01/01 08:24:59,tcp-syn,1
1970/01/01 08:25:01,tcp-syn,1
1970/01/01 08:25:03,tcp-syn,1
1970/01/01 08:25:05,tcp-syn,1
1970/01/01 08:25:07,tcp-syn,1
1970/01/01 08:25:10,tcp-syn,1
1970/01/01 08:25:11,tcp-syn,1
1970/01/01 08:25:13,tcp-syn,1
1970/01/01 08:25:18,tcp-syn,4
1970/01/01 08:25:18,udp,2
1970/01/01 08:25:19,tcp-syn,1
1970/01/01 08:25:26,tcp-syn,3
1970/01/01 08:25:36,tcp-syn,1
1970/01/01 08:25:41,tcp-syn,1
1970/01/01 08:25:45,tcp-syn,3
1970/01/01 08:25:46,tcp-syn,1
1970/01/01 08:25:47,tcp-syn,1
1970/01/01 08:25:50,tcp-syn,4
1970/01/01 08:25:53,tcp-syn,1
1970/01/01 08:25:55,udp,1
1970/01/01 08:26:02,tcp-syn,1
1970/01/01 08:26:03,tcp-syn,1
1970/01/01 08:26:17,udp,1
1970/01/01 08:26:18,tcp-syn,1
1970/01/01 08:26:19,tcp-syn,1
1970/01/01 08:26:20,tcp-syn,1
1970/01/01 08:26:23,tcp-syn,1
1970/01/01 08:26:24,tcp-syn,1
1970/01/01 08:26:30,tcp-syn,3
1970/01/01 08:26:31,tcp-syn,2
1970/01/01 08:26:39,tcp-syn,1
1970/01/01 08:26:44,udp,1
1970/01/01 08:26:49,tcp-syn,1
1970/01/01 08:26:50,tcp-syn,2
1970/01/01 08:26:52,tcp-syn,1
1970/01/01 08:26:56,tcp-syn,5
1970/01/01 08:27:03,tcp-syn,2
1970/01/01 08:27:04,tcp-syn,2
1970/01/01 08:27:05,tcp-syn,1
1970/01/01 08:27:10,udp,1
1970/01/01 08:27:18,tcp-syn,1
1970/01/01 08:27:22,tcp-syn,1
1970/01/01 08:27:23,icmp,2
1970/01/01 08:27:32,tcp-syn,2
1970/01/01 08:27:35,tcp-syn,1
1970/01/01 08:27:36,tcp-syn,1
1970/01/01 08:27:44,tcp-syn,2
1970/01/01 08:27:48,tcp-syn,1
1970/01/01 08:27:58,tcp-syn,1
1970/01/01 08:28:01,tcp-syn,1
1970/01/01 08:28:02,tcp-syn,1
1970/01/01 08:28:06,tcp-syn,1
1970/01/01 08:28:11,tcp-syn,1
1970/01/01 08:28:19,tcp-syn,2
1970/01/01 08:28:20,tcp-syn,2
1970/01/01 08:28:21,tcp-syn,1
1970/01/01 08:28:23,tcp-syn,1
1970/01/01 08:28:25,tcp-syn,1
1970/01/01 08:28:33,tcp-syn,1
1970/01/01 08:28:48,udp,1
1970/01/01 08:29:00,tcp-syn,1
1970/01/01 08:29:01,tcp-syn,1
1970/01/01 08:29:07,tcp-syn,1
1970/01/01 08:29:10,tcp-syn,1
1970/01/01 08:29:16,tcp-syn,1
1970/01/01 08:29:16,icmp,1
1970/01/01 08:29:19,tcp-syn,1
1970/01/01 08:29:31,tcp-syn,1
1970/01/01 08:29:40,tcp-syn,1
1970/01/01 08:29:46,tcp-syn,1
1970/01/01 08:29:49,tcp-syn,1
1970/01/01 08:29:50,tcp-syn,1
1970/01/01 08:29:51,tcp-syn,4
1970/01/01 08:29:53,tcp-syn,1
1970/01/01 08:29:54,tcp-syn,2
1970/01/01 08:29:55,tcp-syn,1
1970/01/01 08:29:57,tcp-syn,2
1970/01/01 08:29:58,tcp-syn,2
1970/01/01 08:29:59,tcp-syn,1
1970/01/01 08:30:04,tcp-syn,2
1970/01/01 08:30:14,tcp-syn,1
1970/01/01 08:30:18,tcp-syn,1
1970/01/01 08:30:29,tcp-syn,1
1970/01/01 08:30:36,tcp-syn,2
1970/01/01 08:30:39,udp,1
1970/01/01 08:30:50,tcp-syn,1
1970/01/01 08:31:03,tcp-syn,1
1970/01/01 08:31:04,tcp-syn,2
1970/01/01 08:31:05,tcp-syn,1
1970/01/01 08:31:11,tcp-syn,1
1970/01/01 08:31:13,tcp-syn,2
1970/01/01 08:31:15,tcp-syn,3
1970/01/01 08:31:20,tcp-syn,1
1970/01/01 08:31:33,tcp-syn,1
1970/01/01 08:31:34,tcp-syn,1
1970/01/01 08:31:46,tcp-syn,1
1970/01/01 08:31:51,tcp-syn,2
1970/01/01 08:31:55,tcp-syn,1
1970/01/01 08:31:58,tcp-syn,1
1970/01/01 08:32:00,tcp-syn,1
1970/01/01 08:32:10,tcp-syn,2
1970/01/01 08:32:12,tcp-syn,2
1970/01/01 08:32:19,tcp-syn,2
1970/01/01 08:32:28,udp,2
1970/01/01 08:32:30,tcp-syn,1
1970/01/01 08:32:31,tcp-syn,1
1970/01/01 08:32:39,tcp-syn,1
1970/01/01 08:32:40,udp,2
1970/01/01 08:32:45,tcp-syn,1
1970/01/01 08:32:46,tcp-syn,1
1970/01/01 08:32:51,tcp-syn,1
1970/01/01 08:32:54,tcp-syn,1
1970/01/01 08:33:02,tcp-syn,1
1970/01/01 08:33:03,tcp-syn,4
1970/01/01 08:33:07,tcp-syn,1
1970/01/01 08:33:08,tcp-syn,2
1970/01/01 08:33:12,tcp-syn,2
1970/01/01 08:33:13,tcp-syn,1
1970/01/01 08:33:18,tcp-syn,3
1970/01/01 08:33:21,udp,1
1970/01/01 08:33:22,tcp-syn,1
1970/01/01 08:33:24,tcp-syn,1
1970/01/01 08:33:25,tcp-syn,2
1970/01/01 08:33:31,tcp-syn,2
1970/01/01 08:33:32,tcp-syn,1
1970/01/01 08:33:33,tcp-syn,2
1970/01/01 08:33:34,tcp-syn,1
1970/01/01 08:33:38,tcp-syn,2
1970/01/01 08:33:44,tcp-syn,1
1970/01/01 08:33:49,tcp-syn,3
1970/01/01 08:33:52,tcp-syn,1
1970/01/01 08:33:53,tcp-syn,1
1970/01/01 08:33:54,tcp-syn,1
1970/01/01 08:33:55,tcp-syn,1
1970/01/01 08:33:56,tcp-syn,1
1970/01/01 08:34:09,tcp-syn,1
1970/01/01 08:34:10,tcp-syn,1
1970/01/01 08:34:10,udp,2
1970/01/01 08:34:12,tcp-syn,2
1970/01/01 08:34:16,tcp-syn,1
1970/01/01 08:34:23,tcp-syn,2
1970/01/01 08:34:28,tcp-syn,1
1970/01/01 08:34:31,tcp-syn,1
1970/01/01 08:34:38,tcp-syn,1
1970/01/01 08:34:42,tcp-syn,4
1970/01/01 08:34:49,tcp-syn,2
1970/01/01 08:34:50,tcp-syn,1
1970/01/01 08:34:54,tcp-syn,1
1970/01/01 08:34:56,tcp-syn,1
1970/01/01 08:35:03,tcp-syn,1
1970/01/01 08:35:05,tcp-syn,1
1970/01/01 08:35:10,tcp-syn,1
1970/01/01 08:35:13,tcp-syn,1
1970/01/01 08:35:16,tcp-syn,1
1970/01/01 08:35:17,tcp-syn,1
1970/01/01 08:35:23,tcp-syn,1
1970/01/01 08:35:26,tcp-syn,2
1970/01/01 08:35:32,tcp-syn,2
1970/01/01 08:35:33,tcp-syn,1
1970/01/01 08:35:35,tcp-syn,1
1970/01/01 08:35:40,tcp-syn,1
1970/01/01 08:35:54,tcp-syn,1
1970/01/01 08:35:56,tcp-syn,2
1970/01/01 08:36:09,tcp-syn,4
1970/01/01 08:36:12,tcp-syn,2
1970/01/01 08:36:13,tcp-syn,1
1970/01/01 08:36:18,tcp-syn,1
1970/01/01 08:36:21,tcp-syn,2
1970/01/01 08:36:24,tcp-syn,2
1970/01/01 08:36:29,tcp-syn,1
1970/01/01 08:36:34,tcp-syn,2
1970/01/01 08:36:39,tcp-syn,2
1970/01/01 08:36:43,tcp-syn,1
1970/01/01 08:36:45,tcp-syn,1
1970/01/01 08:36:50,tcp-syn,1
1970/01/01 08:36:51,tcp-syn,1
1970/01/01 08:36:57,tcp-syn,2
1970/01/01 08:37:16,tcp-syn,2
1970/01/01 08:37:20,tcp-syn,1
1970/01/01 08:37:21,tcp-syn,1
1970/01/01 08:37:25,tcp-syn,1
1970/01/01 08:37:27,tcp-syn,1
1970/01/01 08:37:44,tcp-syn,4
1970/01/01 08:37:45,tcp-syn,1
1970/01/01 08:37:46,tcp-syn,1
1970/01/01 08:37:57,tcp-syn,1
1970/01/01 08:37:58,tcp-syn,1
1970/01/01 08:38:03,tcp-syn,2
1970/01/01 08:38:07,tcp-syn,2
1970/01/01 08:38:12,tcp-syn,1
1970/01/01 08:38:13,tcp-syn,1
1970/01/01 08:38:15,icmp,1
1970/01/01 08:38:16,tcp-syn,2
1970/01/01 08:38:19,tcp-syn,2
1970/01/01 08:38:31,tcp-syn,1
1970/01/01 08:38:31,icmp,1
1970/01/01 08:38:41,tcp-syn,1
1970/01/01 08:38:42,tcp-syn,1
1970/01/01 08:38:45,icmp,1
1970/01/01 08:38:47,tcp-syn,1
1970/01/01 08:38:48,tcp-syn,1
1970/01/01 08:38:49,tcp-syn,1
1970/01/01 08:38:50,tcp-syn,2
1970/01/01 08:39:08,tcp-syn,2
1970/01/01 08:39:12,tcp-syn,1
1970/01/01 08:39:12,udp,2
1970/01/01 08:39:16,tcp-syn,1
1970/01/01 08:39:18,tcp-syn,1
1970/01/01 08:39:28,tcp-syn,2
1970/01/01 08:39:29,tcp-syn,2
1970/01/01 08:39:30,tcp-syn,2
1970/01/01 08:39:32,tcp-syn,2
1970/01/01 08:39:33,tcp-syn,1
1970/01/01 08:39:40,tcp-syn,1
1970/01/01 08:39:41,tcp-syn,5
1970/01/01 08:39:43,tcp-syn,1
1970/01/01 08:39:54,tcp-syn,1
1970/01/01 08:40:00,tcp-syn,1
1970/01/01 08:40:02,tcp-syn,2
1970/01/01 08:40:03,tcp-syn,1
1970/01/01 08:40:06,tcp-syn,1
1970/01/01 08:40:07,tcp-syn,1
1970/01/01 08:40:14,tcp-syn,1
1970/01/01 08:40:16,tcp-syn,1
1970/01/01 08:40:22,tcp-syn,1
1970/01/01 08:40:24,tcp-syn,1
1970/01/01 08:40:27,tcp-syn,1
1970/01/01 08:40:31,tcp-syn,2
1970/01/01 08:40:36,tcp-syn,2
1970/01/01 08:40:36,udp,1
1970/01/01 08:40:46,tcp-syn,1
1970/01/01 08:41:10,tcp-syn,1
1970/01/01 08:41:11,tcp-syn,1
1970/01/01 08:41:12,tcp-syn,1
1970/01/01 08:41:20,tcp-syn,1
1970/01/01 08:41:21,tcp-syn,1
1970/01/01 08:41:31,tcp-syn,1
1970/01/01 08:41:32,tcp-syn,1
1970/01/01 08:41:35,udp,1
1970/01/01 08:41:38,tcp-syn,1
1970/01/01 08:41:39,tcp-syn,2
1970/01/01 08:41:41,tcp-syn,2
1970/01/01 08:41:47,tcp-syn,1
1970/01/01 08:41:49,udp,2
1970/01/01 08:42:01,tcp-syn,1
1970/01/01 08:42:03,tcp-syn,1
1970/01/01 08:42:08,tcp-syn,1
1970/01/01 08:42:20,udp,1
1970/01/01 08:42:22,tcp-syn,1
1970/01/01 08:42:30,tcp-syn,2
1970/01/01 08:42:34,tcp-syn,1
1970/01/01 08:42:37,tcp-syn,5
1970/01/01 08:42:46,udp,2
1970/01/01 08:42:54,udp,5
1970/01/01 08:42:57,tcp-syn,1
1970/01/01 08:43:03,tcp-syn,2
1970/01/01 08:43:05,tcp-syn,1
1970/01/01 08:43:06,tcp-syn,1
1970/01/01 08:43:12,tcp-syn,2
1970/01/01 08:43:15,tcp-syn,1
1970/01/01 08:43:17,tcp-syn,1
1970/01/01 08:43:19,tcp-syn,1
1970/01/01 08:43:24,tcp-syn,2
1970/01/01 08:43:28,tcp-syn,1
1970/01/01 08:43:34,tcp-syn,1
1970/01/01 08:43:35,icmp,1
1970/01/01 08:43:40,tcp-syn,1
1970/01/01 08:43:46,tcp-syn,1
1970/01/01 08:43:48,tcp-syn,1
1970/01/01 08:43:51,tcp-syn,1
1970/01/01 08:43:52,tcp-syn,1
1970/01/01 08:43:53,tcp-syn,1
1970/01/01 08:44:02,tcp-syn,5
1970/01/01 08:44:03,tcp-syn,1
1970/01/01 08:44:14,tcp-syn,1
1970/01/01 08:44:17,tcp-syn,1
1970/01/01 08:44:21,tcp-syn,2
1970/01/01 08:44:25,udp,1
1970/01/01 08:44:30,tcp-syn,1
1970/01/01 08:44:37,tcp-syn,2
1970/01/01 08:44:38,tcp-syn,1
1970/01/01 08:44:38,udp,1
1970/01/01 08:44:45,tcp-syn,1
1970/01/01 08:44:47,tcp-syn,1
1970/01/01 08:44:48,tcp-syn,1
1970/01/01 08:44:55,tcp-syn,3
1970/01/01 08:44:58,udp,1
1970/01/01 08:45:05,tcp-syn,1
1970/01/01 08:45:06,udp,2
1970/01/01 08:45:07,tcp-syn,1
1970/01/01 08:45:09,tcp-syn,2
1970/01/01 08:45:11,tcp-syn,2
1970/01/01 08:45:19,tcp-syn,1
1970/01/01 08:45:25,tcp-syn,2
1970/01/01 08:45:35,tcp-syn,2
1970/01/01 08:45:35,icmp,2
1970/01/01 08:45:38,tcp-syn,1
1970/01/01 08:45:39,tcp-syn,1
1970/01/01 08:45:42,tcp-syn,2
1970/01/01 08:45:48,tcp-syn,1
1970/01/01 08:45:51,tcp-syn,1
1970/01/01 08:45:54,tcp-syn,1
1970/01/01 08:45:55,tcp-syn,2
1970/01/01 08:45:58,tcp-syn,2
1970/01/01 08:46:02,tcp-syn,1
1970/01/01 08:46:07,tcp-syn,2
1970/01/01 08:46:07,udp,1
1970/01/01 08:46:07,icmp,1
1970/01/01 08:46:17,tcp-syn,1
1970/01/01 08:46:19,udp,2
1970/01/01 08:46:22,tcp-syn,1
1970/01/01 08:46:44,tcp-syn,1
1970/01/01 08:46:55,tcp-syn,1
1970/01/01 08:47:00,tcp-syn,1
1970/01/01 08:47:00,udp,6
1970/01/01 08:47:02,tcp-syn,1
1970/01/01 08:47:14,tcp-syn,1
1970/01/01 08:47:17,tcp-syn,1
1970/01/01 08:47:23,tcp-syn,1
1970/01/01 08:47:25,tcp-syn,2
1970/01/01 08:47:29,tcp-syn,2
1970/01/01 08:47:30,tcp-syn,2
1970/01/01 08:47:33,tcp-syn,2
1970/01/01 08:47:34,tcp-syn,1
1970/01/01 08:47:35,tcp-syn,1
1970/01/01 08:47:46,tcp-syn,2
1970/01/01 08:48:02,tcp-syn,2
1970/01/01 08:48:02,udp,5
1970/01/01 08:48:08,tcp-syn,1
1970/01/01 08:48:10,tcp-syn,1
1970/01/01 08:48:11,tcp-syn,1
1970/01/01 08:48:12,tcp-syn,2
1970/01/01 08:48:18,tcp-syn,2
1970/01/01 08:48:19,tcp-syn,1
1970/01/01 08:48:23,tcp-syn,2
1970/01/01 08:48:26,tcp-syn,1
1970/01/01 08:48:28,tcp-syn,1
1970/01/01 08:48:30,tcp-syn,1
1970/01/01 08:48:40,tcp-syn,1
1970/01/01 08:48:41,tcp-syn,5
1970/01/01 08:48:43,tcp-syn,2
1970/01/01 08:48:44,tcp-syn,1
1970/01/01 08:49:01,tcp-syn,2
1970/01/01 08:49:03,tcp-syn,1
1970/01/01 08:49:07,udp,1
1970/01/01 08:49:10,tcp-syn,1
1970/01/01 08:49:21,tcp-syn,2
1970/01/01 08:49:23,udp,1
1970/01/01 08:49:26,tcp-syn,1
1970/01/01 08:49:27,tcp-syn,2
1970/01/01 08:49:30,tcp-syn,3
1970/01/01 08:49:31,tcp-syn,2
1970/01/01 08:49:31,udp,1
1970/01/01 08:49:33,tcp-syn,1
1970/01/01 08:49:49,tcp-syn,1
1970/01/01 08:49:53,tcp-syn,1
1970/01/01 08:49:56,tcp-syn,1
1970/01/01 08:49:59,udp,2
1970/01/01 08:50:04,tcp-syn,1
1970/01/01 08:50:06,tcp-syn,1
1970/01/01 08:50:07,udp,2
1970/01/01 08:50:10,tcp-syn,1
1970/01/01 08:50:13,tcp-syn,2
1970/01/01 08:50:17,tcp-syn,1
1970/01/01 08:50:22,tcp-syn,2
1970/01/01 08:50:27,tcp-syn,2
1970/01/01 08:50:28,tcp-syn,1
1970/01/01 08:50:31,tcp-syn,1
1970/01/01 08:50:31,udp,1
1970/01/01 08:50:32,tcp-syn,2
1970/01/01 08:50:35,tcp-syn,1
1970/01/01 08:50:37,udp,1
1970/01/01 08:50:40,udp,1
1970/01/01 08:50:44,tcp-syn,2
1970/01/01 08:50:48,tcp-syn,2
1970/01/01 08:50:51,tcp-syn,1
1970/01/01 08:50:54,tcp-syn,2
1970/01/01 08:50:59,tcp-syn,2
1970/01/01 08:51:06,tcp-syn,1
1970/01/01 08:51:22,tcp-syn,1
1970/01/01 08:51:24,tcp-syn,2
1970/01/01 08:51:33,tcp-syn,1
1970/01/01 08:51:35,tcp-syn,2
1970/01/01 08:51:40,tcp-syn,2
1970/01/01 08:51:41,tcp-syn,2
1970/01/01 08:51:44,tcp-syn,5
1970/01/01 08:51:45,tcp-syn,1
1970/01/01 08:51:48,tcp-syn,1
1970/01/01 08:51:54,tcp-syn,1
1970/01/01 08:51:55,tcp-syn,2
1970/01/01 08:52:12,tcp-syn,1
1970/01/01 08:52:14,tcp-syn,2
1970/01/01 08:52:20,tcp-syn,2
1970/01/01 08:52:21,tcp-syn,5
1970/01/01 08:52:24,tcp-syn,1
1970/01/01 08:52:28,udp,1
1970/01/01 08:52:33,tcp-syn,1
1970/01/01 08:52:36,tcp-syn,2
1970/01/01 08:52:40,tcp-syn,4
1970/01/01 08:52:43,tcp-syn,2
1970/01/01 08:52:46,tcp-syn,4
1970/01/01 08:52:49,tcp-syn,2
1970/01/01 08:53:10,tcp-syn,1
1970/01/01 08:53:21,tcp-syn,1
1970/01/01 08:53:23,tcp-syn,1
1970/01/01 08:53:24,tcp-syn,1
1970/01/01 08:53:28,tcp-syn,1
1970/01/01 08:53:29,tcp-syn,1
1970/01/01 08:53:33,tcp-syn,1
1970/01/01 08:53:42,tcp-syn,1
1970/01/01 08:53:51,tcp-syn,1
1970/01/01 08:53:59,tcp-syn,1
1970/01/01 08:54:07,tcp-syn,1
1970/01/01 08:54:24,tcp-syn,2
1970/01/01 08:54:27,tcp-syn,1
1970/01/01 08:54:28,tcp-syn,2
1970/01/01 08:54:32,tcp-syn,1
1970/01/01 08:54:35,udp,1
1970/01/01 08:54:40,tcp-syn,1
1970/01/01 08:54:42,tcp-syn,1
1970/01/01 08:54:44,tcp-syn,1
1970/01/01 08:54:56,tcp-syn,1
1970/01/01 08:54:59,tcp-syn,1
1970/01/01 08:55:03,tcp-syn,1
1970/01/01 08:55:06,tcp-syn,1
1970/01/01 08:55:10,tcp-syn,1
1970/01/01 08:55:15,tcp-syn,1
1970/01/01 08:55:17,tcp-syn,1
1970/01/01 08:55:18,tcp-syn,1
1970/01/01 08:55:25,tcp-syn,1
1970/01/01 08:55:27,tcp-syn,2
1970/01/01 08:55:33,tcp-syn,1
1970/01/01 08:55:40,tcp-syn,1
1970/01/01 08:55:41,tcp-syn,1
1970/01/01 08:55:48,tcp-syn,2
1970/01/01 08:55:49,tcp-syn,2
1970/01/01 08:56:17,tcp-syn,1
1970/01/01 08:56:19,tcp-syn,5
1970/01/01 08:56:29,tcp-syn,1
1970/01/01 08:56:34,tcp-syn,1
1970/01/01 08:56:41,tcp-syn,1
1970/01/01 08:56:47,tcp-syn,2
1970/01/01 08:56:51,tcp-syn,1
1970/01/01 08:56:57,tcp-syn,1
1970/01/01 08:56:58,tcp-syn,1
1970/01/01 08:57:05,icmp,1
1970/01/01 08:57:06,tcp-syn,2
1970/01/01 08:57:07,tcp-syn,2
1970/01/01 08:57:08,tcp-syn,2
1970/01/01 08:57:29,tcp-syn,1
1970/01/01 08:57:30,udp,2
1970/01/01 08:57:37,tcp-syn,2
1970/01/01 08:57:41,tcp-syn,1
1970/01/01 08:57:46,tcp-syn,1
1970/01/01 08:57:53,tcp-syn,1
1970/01/01 08:57:55,tcp-syn,2
1970/01/01 08:57:57,tcp-syn,4
1970/01/01 08:57:58,tcp-syn,1
1970/01/01 08:58:04,tcp-syn,2
1970/01/01 08:58:12,tcp-syn,1
1970/01/01 08:58:13,tcp-syn,2
1970/01/01 08:58:14,tcp-syn,4
1970/01/01 08:58:26,tcp-syn,1
1970/01/01 08:58:27,tcp-syn,1
1970/01/01 08:58:30,tcp-syn,1
1970/01/01 08:58:44,tcp-syn,2
1970/01/01 08:58:56,tcp-syn,5
1970/01/01 08:58:58,tcp-syn,1
1970/01/01 08:58:59,udp,2
1970/01/01 08:59:06,tcp-syn,2
1970/01/01 08:59:15,tcp-syn,1
