second,bucket,sessions
1970/01/01 15:02:22,tcp-syn,1
1970/01/01 15:02:27,tcp-syn,1
1970/01/01 15:02:30,tcp-syn,2
1970/01/01 15:02:38,tcp-syn,1
1970/01/01 15:02:41,tcp-syn,2
1970/01/01 15:02:43,tcp-syn,1
1970/01/01 15:02:44,tcp-syn,1
1970/01/01 15:02:49,tcp-syn,2
1970/01/01 15:02:56,tcp-syn,1
1970/01/01 15:03:04,tcp-syn,2
1970/01/01 15:03:05,tcp-syn,1
1970/01/01 15:03:18,tcp-syn,1
1970/01/01 15:03:19,tcp-syn,1
1970/01/01 15:03:23,tcp-syn,1
1970/01/01 15:03:24,tcp-syn,5
1970/01/01 15:03:25,tcp-syn,1
1970/01/01 15:03:26,tcp-syn,2
1970/01/01 15:03:27,tcp-syn,1
1970/01/01 15:03:29,tcp-syn,2
1970/01/01 15:03:30,tcp-syn,2
1970/01/01 15:03:31,udp,2
1970/01/01 15:03:33,tcp-syn,1
1970/01/01 15:03:36,tcp-syn,2
1970/01/01 15:03:37,tcp-syn,3
1970/01/01 15:04:01,tcp-syn,1
1970/01/01 15:04:02,tcp-syn,1
1970/01/01 15:04:11,tcp-syn,1
1970/01/01 15:04:12,tcp-syn,3
1970/01/01 15:04:17,udp,1
1970/01/01 15:04:18,tcp-syn,1
1970/01/01 15:04:26,udp,1
1970/01/01 15:04:28,tcp-syn,1
1970/01/01 15:04:31,tcp-syn,1
1970/01/01 15:04:37,tcp-syn,1
1970/01/01 15:04:44,tcp-syn,2
1970/01/01 15:04:56,tcp-syn,2
1970/01/01 15:04:59,tcp-syn,1
1970/01/01 15:05:00,tcp-syn,1
1970/01/01 15:05:04,tcp-syn,1
1970/01/01 15:05:04,udp,1
1970/01/01 15:05:05,tcp-syn,1
1970/01/01 15:05:09,tcp-syn,2
1970/01/01 15:05:10,tcp-syn,1
1970/01/01 15:05:13,tcp-syn,1
1970/01/01 15:05:17,tcp-syn,2
1970/01/01 15:05:22,tcp-syn,1
1970/01/01 15:05:25,tcp-syn,1
1970/01/01 15:05:29,tcp-syn,1
1970/01/01 15:05:49,tcp-syn,2
1970/01/01 15:05:53,tcp-syn,1
1970/01/01 15:06:20,tcp-syn,1
1970/01/01 15:06:24,tcp-syn,1
1970/01/01 15:06:25,tcp-syn,1
1970/01/01 15:06:30,tcp-syn,2
1970/01/01 15:06:32,tcp-syn,2
1970/01/01 15:06:38,tcp-syn,1
1970/01/01 15:06:44,tcp-syn,2
1970/01/01 15:06:47,tcp-syn,2
1970/01/01 15:06:55,tcp-syn,1
1970/01/01 15:06:57,tcp-syn,1
1970/01/01 15:07:17,tcp-syn,1
1970/01/01 15:07:19,tcp-syn,2
1970/01/01 15:07:21,tcp-syn,2
1970/01/01 15:07:36,tcp-syn,1
1970/01/01 15:07:38,tcp-syn,1
1970/01/01 15:07:41,tcp-syn,1
1970/01/01 15:07:45,tcp-syn,1
1970/01/01 15:07:46,tcp-syn,1
1970/01/01 15:07:47,tcp-syn,1
1970/01/01 15:07:47,udp,3
1970/01/01 15:07:49,tcp-syn,1
1970/01/01 15:07:53,tcp-syn,2
1970/01/01 15:07:59,tcp-syn,1
1970/01/01 15:08:04,tcp-syn,2
1970/01/01 15:08:08,tcp-syn,1
1970/01/01 15:08:13,tcp-syn,1
1970/01/01 15:08:16,tcp-syn,2
1970/01/01 15:08:17,tcp-syn,1
1970/01/01 15:08:23,tcp-syn,1
1970/01/01 15:08:27,tcp-syn,2
1970/01/01 15:08:28,tcp-syn,1
1970/01/01 15:08:28,udp,2
1970/01/01 15:08:31,udp,1
1970/01/01 15:08:32,tcp-syn,1
1970/01/01 15:08:37,tcp-syn,1
1970/01/01 15:08:39,tcp-syn,1
1970/01/01 15:08:45,udp,2
1970/01/01 15:08:49,udp,1
1970/01/01 15:08:51,tcp-syn,1
1970/01/01 15:08:57,tcp-syn,2
1970/01/01 15:08:59,tcp-syn,2
1970/01/01 15:09:01,tcp-syn,3
1970/01/01 15:09:06,udp,2
1970/01/01 15:09:08,tcp-syn,1
1970/01/01 15:09:13,tcp-syn,1
1970/01/01 15:09:14,tcp-syn,1
1970/01/01 15:09:15,tcp-syn,2
1970/01/01 15:09:16,tcp-syn,1
1970/01/01 15:09:18,tcp-syn,1
1970/01/01 15:09:22,tcp-syn,1
1970/01/01 15:09:33,udp,2
1970/01/01 15:09:35,tcp-syn,2
1970/01/01 15:09:37,tcp-syn,1
1970/01/01 15:09:43,tcp-syn,1
1970/01/01 15:09:46,tcp-syn,1
1970/01/01 15:09:50,tcp-syn,2
1970/01/01 15:09:51,tcp-syn,3
1970/01/01 15:09:59,tcp-syn,1
1970/01/01 15:10:06,tcp-syn,1
1970/01/01 15:10:13,tcp-syn,1
1970/01/01 15:10:22,tcp-syn,2
1970/01/01 15:10:54,tcp-syn,2
1970/01/01 15:10:56,tcp-syn,1
1970/01/01 15:11:01,tcp-syn,1
1970/01/01 15:11:06,tcp-syn,1
1970/01/01 15:11:26,tcp-syn,2
1970/01/01 15:11:30,tcp-syn,1
1970/01/01 15:11:34,tcp-syn,2
1970/01/01 15:11:44,tcp-syn,1
1970/01/01 15:11:47,tcp-syn,1
1970/01/01 15:11:59,tcp-syn,1
1970/01/01 15:12:09,tcp-syn,1
1970/01/01 15:12:14,tcp-syn,2
1970/01/01 15:12:20,tcp-syn,1
1970/01/01 15:12:28,tcp-syn,2
1970/01/01 15:12:34,tcp-syn,2
1970/01/01 15:12:37,tcp-syn,1
1970/01/01 15:12:42,tcp-syn,1
1970/01/01 15:12:46,udp,1
1970/01/01 15:12:52,tcp-syn,1
1970/01/01 15:12:55,tcp-syn,5
1970/01/01 15:12:57,tcp-syn,1
1970/01/01 15:12:58,tcp-syn,1
1970/01/01 15:13:01,tcp-syn,1
1970/01/01 15:13:02,tcp-syn,1
1970/01/01 15:13:05,tcp-syn,1
1970/01/01 15:13:07,tcp-syn,2
1970/01/01 15:13:08,tcp-syn,2
1970/01/01 15:13:11,tcp-syn,5
1970/01/01 15:13:21,tcp-syn,2
1970/01/01 15:13:26,tcp-syn,1
1970/01/01 15:13:27,tcp-syn,1
1970/01/01 15:13:30,udp,1
1970/01/01 15:13:32,tcp-syn,1
1970/01/01 15:13:33,tcp-syn,2
1970/01/01 15:13:43,tcp-syn,1
1970/01/01 15:13:47,tcp-syn,1
1970/01/01 15:13:51,tcp-syn,1
1970/01/01 15:13:52,tcp-syn,1
1970/01/01 15:13:57,udp,1
1970/01/01 15:13:58,tcp-syn,1
1970/01/01 15:14:06,tcp-syn,1
1970/01/01 15:14:08,tcp-syn,2
1970/01/01 15:14:09,tcp-syn,1
1970/01/01 15:14:23,tcp-syn,1
1970/01/01 15:14:31,tcp-syn,1
1970/01/01 15:14:34,tcp-syn,1
1970/01/01 15:14:43,tcp-syn,1
1970/01/01 15:14:44,tcp-syn,1
1970/01/01 15:15:00,udp,1
1970/01/01 15:15:03,icmp,1
1970/01/01 15:15:04,tcp-syn,1
1970/01/01 15:15:05,tcp-syn,2
1970/01/01 15:15:32,tcp-syn,1
1970/01/01 15:15:33,tcp-syn,1
1970/01/01 15:15:35,tcp-syn,1
1970/01/01 15:15:36,tcp-syn,1
1970/01/01 15:15:37,tcp-syn,1
1970/01/01 15:15:42,udp,1
1970/01/01 15:15:46,tcp-syn,1
1970/01/01 15:15:49,udp,1
1970/01/01 15:15:52,udp,1
1970/01/01 15:15:59,tcp-syn,1
1970/01/01 15:16:10,tcp-syn,1
1970/01/01 15:16:17,tcp-syn,1
1970/01/01 15:16:23,tcp-syn,1
1970/01/01 15:16:35,tcp-syn,1
1970/01/01 15:16:37,tcp-syn,1
1970/01/01 15:16:52,tcp-syn,1
1970/01/01 15:16:54,tcp-syn,4
1970/01/01 15:16:58,tcp-syn,2
1970/01/01 15:17:04,tcp-syn,2
1970/01/01 15:17:06,tcp-syn,1
1970/01/01 15:17:08,icmp,1
1970/01/01 15:17:11,tcp-syn,2
1970/01/01 15:17:13,tcp-syn,1
1970/01/01 15:17:17,tcp-syn,2
1970/01/01 15:17:22,tcp-syn,1
1970/01/01 15:17:28,tcp-syn,1
1970/01/01 15:17:33,tcp-syn,1
1970/01/01 15:17:34,tcp-syn,2
1970/01/01 15:17:36,tcp-syn,1
1970/01/01 15:17:43,tcp-syn,1
1970/01/01 15:17:44,tcp-syn,1
1970/01/01 15:17:49,tcp-syn,2
1970/01/01 15:17:52,tcp-syn,1
1970/01/01 15:17:55,tcp-syn,1
1970/01/01 15:18:02,tcp-syn,2
1970/01/01 15:18:09,udp,2
1970/01/01 15:18:22,tcp-syn,1
1970/01/01 15:18:31,tcp-syn,1
1970/01/01 15:18:32,tcp-syn,1
1970/01/01 15:18:37,tcp-syn,4
1970/01/01 15:19:03,tcp-syn,1
1970/01/01 15:19:05,tcp-syn,1
1970/01/01 15:19:08,tcp-syn,2
1970/01/01 15:19:10,icmp,1
1970/01/01 15:19:13,tcp-syn,1
1970/01/01 15:19:24,tcp-syn,2
1970/01/01 15:19:33,tcp-syn,1
1970/01/01 15:19:36,tcp-syn,1
1970/01/01 15:19:37,tcp-syn,1
1970/01/01 15:19:38,tcp-syn,1
1970/01/01 15:19:47,tcp-syn,2
1970/01/01 15:19:53,tcp-syn,1
1970/01/01 15:20:01,icmp,2
1970/01/01 15:20:06,tcp-syn,2
1970/01/01 15:20:15,tcp-syn,1
1970/01/01 15:20:17,tcp-syn,2
1970/01/01 15:20:19,udp,1
1970/01/01 15:20:25,tcp-syn,1
1970/01/01 15:20:28,tcp-syn,1
1970/01/01 15:20:29,tcp-syn,1
1970/01/01 15:20:33,icmp,1
1970/01/01 15:20:41,tcp-syn,1
1970/01/01 15:20:47,tcp-syn,1
1970/01/01 15:20:51,tcp-syn,1
1970/01/01 15:20:52,tcp-syn,2
1970/01/01 15:20:57,tcp-syn,4
1970/01/01 15:20:59,tcp-syn,1
1970/01/01 15:21:04,tcp-syn,1
1970/01/01 15:21:07,tcp-syn,2
1970/01/01 15:21:19,tcp-syn,1
1970/01/01 15:21:20,tcp-syn,1
1970/01/01 15:21:22,tcp-syn,1
1970/01/01 15:21:23,tcp-syn,1
1970/01/01 15:21:25,tcp-syn,1
1970/01/01 15:21:33,tcp-syn,1
1970/01/01 15:21:37,tcp-syn,1
1970/01/01 15:21:40,tcp-syn,1
1970/01/01 15:21:49,udp,1
1970/01/01 15:22:04,tcp-syn,1
1970/01/01 15:22:05,tcp-syn,2
1970/01/01 15:22:11,tcp-syn,3
1970/01/01 15:22:11,udp,1
1970/01/01 15:22:12,tcp-syn,2
1970/01/01 15:22:15,tcp-syn,4
1970/01/01 15:22:16,tcp-syn,1
1970/01/01 15:22:23,tcp-syn,2
1970/01/01 15:22:24,udp,1
1970/01/01 15:22:30,tcp-syn,1
1970/01/01 15:22:35,tcp-syn,1
1970/01/01 15:22:42,tcp-syn,1
1970/01/01 15:22:46,tcp-syn,1
1970/01/01 15:23:02,tcp-syn,1
1970/01/01 15:23:04,tcp-syn,1
1970/01/01 15:23:07,udp,2
1970/01/01 15:23:26,udp,1
1970/01/01 15:23:29,tcp-syn,1
1970/01/01 15:23:46,tcp-syn,1
1970/01/01 15:24:04,tcp-syn,1
1970/01/01 15:24:14,tcp-syn,2
1970/01/01 15:24:17,udp,1
1970/01/01 15:24:18,tcp-syn,2
1970/01/01 15:24:21,tcp-syn,1
1970/01/01 15:24:38,tcp-syn,2
1970/01/01 15:24:39,tcp-syn,12
1970/01/01 15:24:44,tcp-syn,2
1970/01/01 15:24:46,tcp-syn,1
1970/01/01 15:24:50,tcp-syn,1
1970/01/01 15:24:56,tcp-syn,2
1970/01/01 15:24:58,tcp-syn,2
1970/01/01 15:25:02,tcp-syn,1
1970/01/01 15:25:05,tcp-syn,4
1970/01/01 15:25:12,tcp-syn,1
1970/01/01 15:25:17,tcp-syn,3
1970/01/01 15:25:22,tcp-syn,1
1970/01/01 15:25:24,tcp-syn,1
1970/01/01 15:25:32,tcp-syn,2
1970/01/01 15:25:37,tcp-syn,1
1970/01/01 15:25:38,tcp-syn,1
1970/01/01 15:25:40,tcp-syn,1
1970/01/01 15:25:46,tcp-syn,1
1970/01/01 15:25:55,tcp-syn,1
1970/01/01 15:25:57,tcp-syn,3
1970/01/01 15:26:02,tcp-syn,1
1970/01/01 15:26:09,tcp-syn,1
1970/01/01 15:26:15,tcp-syn,1
1970/01/01 15:26:20,tcp-syn,2
1970/01/01 15:26:23,tcp-syn,1
1970/01/01 15:26:26,tcp-syn,2
1970/01/01 15:26:29,tcp-syn,2
1970/01/01 15:26:34,udp,2
1970/01/01 15:26:38,tcp-syn,2
1970/01/01 15:26:43,tcp-syn,2
1970/01/01 15:26:48,tcp-syn,1
1970/01/01 15:26:52,tcp-syn,1
1970/01/01 15:26:58,tcp-syn,2
1970/01/01 15:27:02,tcp-syn,4
1970/01/01 15:27:09,tcp-syn,2
1970/01/01 15:27:09,icmp,1
1970/01/01 15:27:13,tcp-syn,1
1970/01/01 15:27:14,tcp-syn,2
1970/01/01 15:27:20,tcp-syn,1
1970/01/01 15:27:22,udp,1
1970/01/01 15:27:31,tcp-syn,3
1970/01/01 15:27:41,tcp-syn,1
1970/01/01 15:27:51,tcp-syn,1
1970/01/01 15:27:56,tcp-syn,1
1970/01/01 15:28:04,tcp-syn,1
1970/01/01 15:28:12,tcp-syn,1
1970/01/01 15:28:17,tcp-syn,1
1970/01/01 15:28:20,tcp-syn,1
1970/01/01 15:28:22,tcp-syn,1
1970/01/01 15:28:23,tcp-syn,2
1970/01/01 15:28:23,udp,2
1970/01/01 15:28:27,tcp-syn,1
1970/01/01 15:28:29,tcp-syn,2
1970/01/01 15:28:30,tcp-syn,2
1970/01/01 15:28:31,tcp-syn,1
1970/01/01 15:28:32,tcp-syn,5
1970/01/01 15:28:34,tcp-syn,2
1970/01/01 15:28:38,tcp-syn,1
1970/01/01 15:28:39,tcp-syn,5
1970/01/01 15:28:45,tcp-syn,2
1970/01/01 15:28:49,tcp-syn,1
1970/01/01 15:28:55,tcp-syn,1
1970/01/01 15:28:57,tcp-syn,1
1970/01/01 15:28:59,tcp-syn,1
1970/01/01 15:29:01,tcp-syn,2
1970/01/01 15:29:05,tcp-syn,1
1970/01/01 15:29:07,tcp-syn,1
1970/01/01 15:29:11,tcp-syn,1
1970/01/01 15:29:12,udp,1
1970/01/01 15:29:17,tcp-syn,1
1970/01/01 15:29:25,tcp-syn,1
1970/01/01 15:29:30,tcp-syn,1
1970/01/01 15:29:31,tcp-syn,1
1970/01/01 15:29:53,tcp-syn,1
1970/01/01 15:29:57,tcp-syn,2
1970/01/01 15:30:20,udp,1
1970/01/01 15:30:22,tcp-syn,2
1970/01/01 15:30:27,tcp-syn,1
1970/01/01 15:30:34,tcp-syn,1
1970/01/01 15:30:37,tcp-syn,5
1970/01/01 15:30:38,tcp-syn,2
1970/01/01 15:30:39,tcp-syn,1
1970/01/01 15:30:43,tcp-syn,2
1970/01/01 15:30:49,tcp-syn,1
1970/01/01 15:31:11,tcp-syn,1
1970/01/01 15:31:13,tcp-syn,1
1970/01/01 15:31:13,udp,1
1970/01/01 15:31:15,tcp-syn,2
1970/01/01 15:31:18,tcp-syn,2
1970/01/01 15:31:20,tcp-syn,1
1970/01/01 15:31:25,tcp-syn,1
1970/01/01 15:31:26,udp,1
1970/01/01 15:31:27,tcp-syn,1
1970/01/01 15:31:32,tcp-syn,2
1970/01/01 15:31:37,tcp-syn,2
1970/01/01 15:31:39,tcp-syn,2
1970/01/01 15:31:42,udp,2
1970/01/01 15:31:44,tcp-syn,1
1970/01/01 15:31:44,icmp,2
1970/01/01 15:31:49,tcp-syn,4
1970/01/01 15:31:51,tcp-syn,2
1970/01/01 15:31:57,tcp-syn,1
1970/01/01 15:32:04,icmp,1
1970/01/01 15:32:12,tcp-syn,1
1970/01/01 15:32:16,tcp-syn,2
1970/01/01 15:32:18,tcp-syn,1
1970/01/01 15:32:21,tcp-syn,1
1970/01/01 15:32:22,tcp-syn,1
1970/01/01 15:32:27,tcp-syn,2
1970/01/01 15:32:29,tcp-syn,2
1970/01/01 15:32:33,tcp-syn,2
1970/01/01 15:32:34,udp,1
1970/01/01 15:32:44,tcp-syn,1
1970/01/01 15:32:47,tcp-syn,2
1970/01/01 15:32:51,tcp-syn,1
1970/01/01 15:32:52,tcp-syn,2
1970/01/01 15:33:02,tcp-syn,4
1970/01/01 15:33:09,udp,2
1970/01/01 15:33:13,tcp-syn,1
1970/01/01 15:33:18,tcp-syn,1
1970/01/01 15:33:27,tcp-syn,1
1970/01/01 15:33:28,tcp-syn,1
1970/01/01 15:33:29,tcp-syn,2
1970/01/01 15:33:30,tcp-syn,2
1970/01/01 15:33:34,tcp-syn,2
1970/01/01 15:33:36,tcp-syn,1
1970/01/01 15:33:38,tcp-syn,1
1970/01/01 15:33:48,tcp-syn,1
1970/01/01 15:33:59,tcp-syn,1
1970/01/01 15:34:00,tcp-syn,1
1970/01/01 15:34:11,tcp-syn,1
1970/01/01 15:34:14,tcp-syn,2
1970/01/01 15:34:19,tcp-syn,2
1970/01/01 15:34:36,tcp-syn,1
1970/01/01 15:34:37,tcp-syn,3
1970/01/01 15:34:39,tcp-syn,2
1970/01/01 15:34:44,tcp-syn,1
1970/01/01 15:34:44,udp,1
1970/01/01 15:34:53,tcp-syn,1
1970/01/01 15:34:57,tcp-syn,1
1970/01/01 15:35:01,tcp-syn,1
1970/01/01 15:35:09,tcp-syn,2
1970/01/01 15:35:20,tcp-syn,1
1970/01/01 15:35:25,tcp-syn,1
1970/01/01 15:35:28,tcp-syn,1
1970/01/01 15:35:33,tcp-syn,1
1970/01/01 15:35:37,tcp-syn,1
1970/01/01 15:35:38,tcp-syn,1
1970/01/01 15:35:49,tcp-syn,1
1970/01/01 15:35:53,tcp-syn,1
1970/01/01 15:36:03,tcp-syn,2
1970/01/01 15:36:07,tcp-syn,1
1970/01/01 15:36:09,tcp-syn,2
1970/01/01 15:36:19,tcp-syn,1
1970/01/01 15:36:22,tcp-syn,1
1970/01/01 15:36:28,tcp-syn,2
1970/01/01 15:36:30,tcp-syn,2
1970/01/01 15:36:38,tcp-syn,2
1970/01/01 15:36:42,tcp-syn,1
1970/01/01 15:36:52,tcp-syn,1
1970/01/01 15:36:55,tcp-syn,2
1970/01/01 15:37:05,tcp-syn,1
1970/01/01 15:37:06,tcp-syn,1
1970/01/01 15:37:14,tcp-syn,1
1970/01/01 15:37:18,tcp-syn,2
1970/01/01 15:37:21,udp,1
1970/01/01 15:37:26,tcp-syn,1
1970/01/01 15:37:44,tcp-syn,2
1970/01/01 15:38:04,tcp-syn,1
1970/01/01 15:38:09,udp,2
1970/01/01 15:38:13,tcp-syn,1
1970/01/01 15:38:15,tcp-syn,2
1970/01/01 15:38:17,tcp-syn,1
1970/01/01 15:38:20,tcp-syn,1
1970/01/01 15:38:23,tcp-syn,1
1970/01/01 15:38:24,tcp-syn,1
1970/01/01 15:38:25,tcp-syn,1
1970/01/01 15:38:30,tcp-syn,5
1970/01/01 15:38:30,udp,1
1970/01/01 15:38:32,tcp-syn,1
1970/01/01 15:38:33,icmp,3
1970/01/01 15:38:34,tcp-syn,1
1970/01/01 15:38:36,udp,2
1970/01/01 15:38:41,tcp-syn,2
1970/01/01 15:38:42,tcp-syn,1
1970/01/01 15:38:43,tcp-syn,1
1970/01/01 15:38:53,tcp-syn,2
1970/01/01 15:39:01,tcp-syn,1
1970/01/01 15:39:05,tcp-syn,1
1970/01/01 15:39:08,tcp-syn,1
1970/01/01 15:39:12,tcp-syn,2
1970/01/01 15:39:16,tcp-syn,2
1970/01/01 15:39:23,tcp-syn,1
1970/01/01 15:39:35,udp,5
1970/01/01 15:39:45,tcp-syn,2
1970/01/01 15:39:50,tcp-syn,1
1970/01/01 15:39:56,tcp-syn,2
1970/01/01 15:39:59,tcp-syn,1
1970/01/01 15:40:10,tcp-syn,1
1970/01/01 15:40:13,tcp-syn,1
1970/01/01 15:40:14,tcp-syn,2
1970/01/01 15:40:15,tcp-syn,1
1970/01/01 15:40:16,tcp-syn,1
1970/01/01 15:40:24,tcp-syn,2
1970/01/01 15:40:31,tcp-syn,1
1970/01/01 15:40:40,tcp-syn,2
1970/01/01 15:40:45,tcp-syn,1
1970/01/01 15:40:55,udp,1
1970/01/01 15:41:00,tcp-syn,1
1970/01/01 15:41:06,tcp-syn,5
1970/01/01 15:41:08,tcp-syn,3
1970/01/01 15:41:09,tcp-syn,1
1970/01/01 15:41:10,tcp-syn,1
1970/01/01 15:41:14,tcp-syn,2
1970/01/01 15:41:17,tcp-syn,5
1970/01/01 15:41:23,tcp-syn,1
1970/01/01 15:41:31,tcp-syn,1
1970/01/01 15:41:32,tcp-syn,1
1970/01/01 15:41:33,udp,2
1970/01/01 15:41:54,udp,1
1970/01/01 15:41:56,tcp-syn,3
1970/01/01 15:41:58,tcp-syn,1
1970/01/01 15:42:04,tcp-syn,2
1970/01/01 15:42:13,tcp-syn,5
1970/01/01 15:42:17,tcp-syn,2
1970/01/01 15:42:18,tcp-syn,1
1970/01/01 15:42:22,tcp-syn,2
1970/01/01 15:42:24,tcp-syn,1
1970/01/01 15:42:29,tcp-syn,1
1970/01/01 15:42:31,tcp-syn,1
1970/01/01 15:42:32,tcp-syn,1
1970/01/01 15:42:33,tcp-syn,4
1970/01/01 15:42:36,tcp-syn,1
1970/01/01 15:42:37,tcp-syn,1
1970/01/01 15:42:44,tcp-syn,1
1970/01/01 15:42:47,tcp-syn,1
1970/01/01 15:42:48,tcp-syn,1
1970/01/01 15:42:52,tcp-syn,1
1970/01/01 15:43:03,tcp-syn,1
1970/01/01 15:43:11,tcp-syn,1
1970/01/01 15:43:14,tcp-syn,1
1970/01/01 15:43:24,udp,2
1970/01/01 15:43:33,tcp-syn,1
1970/01/01 15:43:40,tcp-syn,3
1970/01/01 15:43:42,other-ip,1
1970/01/01 15:43:43,tcp-syn,1
1970/01/01 15:43:51,tcp-syn,1
1970/01/01 15:43:54,tcp-syn,2
1970/01/01 15:43:55,icmp,1
1970/01/01 15:43:56,tcp-syn,1
1970/01/01 15:44:06,tcp-syn,1
1970/01/01 15:44:10,tcp-syn,1
1970/01/01 15:44:43,tcp-syn,1
1970/01/01 15:44:45,tcp-syn,1
1970/01/01 15:44:50,tcp-syn,1
1970/01/01 15:44:51,tcp-syn,2
1970/01/01 15:44:57,tcp-syn,1
1970/01/01 15:45:02,udp,2
1970/01/01 15:45:04,tcp-syn,2
1970/01/01 15:45:09,udp,1
1970/01/01 15:45:33,tcp-syn,1
1970/01/01 15:45:41,tcp-syn,1
1970/01/01 15:45:43,tcp-syn,1
1970/01/01 15:45:47,tcp-syn,1
1970/01/01 15:45:49,tcp-syn,2
1970/01/01 15:45:50,tcp-syn,1
1970/01/01 15:45:52,tcp-syn,4
1970/01/01 15:45:53,tcp-syn,1
1970/01/01 15:45:59,tcp-syn,2
1970/01/01 15:46:02,tcp-syn,1
1970/01/01 15:46:03,tcp-syn,2
1970/01/01 15:46:04,tcp-syn,1
1970/01/01 15:46:08,tcp-syn,2
1970/01/01 15:46:08,udp,1
1970/01/01 15:46:12,tcp-syn,2
1970/01/01 15:46:15,tcp-syn,1
1970/01/01 15:46:15,udp,6
1970/01/01 15:46:19,tcp-syn,1
1970/01/01 15:46:27,tcp-syn,2
1970/01/01 15:46:29,tcp-syn,1
1970/01/01 15:46:39,tcp-syn,2
1970/01/01 15:46:42,tcp-syn,2
1970/01/01 15:46:59,tcp-syn,2
1970/01/01 15:47:07,tcp-syn,1
1970/01/01 15:47:20,tcp-syn,1
1970/01/01 15:47:21,tcp-syn,2
1970/01/01 15:47:22,udp,2
1970/01/01 15:47:23,tcp-syn,1
1970/01/01 15:47:26,tcp-syn,1
1970/01/01 15:47:27,tcp-syn,2
1970/01/01 15:47:31,tcp-syn,1
1970/01/01 15:47:32,tcp-syn,2
1970/01/01 15:47:41,tcp-syn,1
1970/01/01 15:47:44,tcp-syn,1
1970/01/01 15:47:44,udp,2
1970/01/01 15:47:47,tcp-syn,1
1970/01/01 15:47:52,tcp-syn,2
1970/01/01 15:48:00,udp,2
1970/01/01 15:48:03,tcp-syn,2
1970/01/01 15:48:11,tcp-syn,1
1970/01/01 15:48:11,udp,1
1970/01/01 15:48:15,tcp-syn,1
1970/01/01 15:48:29,udp,1
1970/01/01 15:48:32,tcp-syn,1
1970/01/01 15:48:45,tcp-syn,2
1970/01/01 15:48:50,tcp-syn,1
1970/01/01 15:48:52,tcp-syn,2
1970/01/01 15:48:55,tcp-syn,4
1970/01/01 15:48:58,tcp-syn,1
1970/01/01 15:48:59,tcp-syn,4
1970/01/01 15:49:00,tcp-syn,1
1970/01/01 15:49:02,tcp-syn,1
1970/01/01 15:49:03,tcp-syn,4
1970/01/01 15:49:04,tcp-syn,1
1970/01/01 15:49:11,tcp-syn,2
1970/01/01 15:49:12,tcp-syn,1
1970/01/01 15:49:14,tcp-syn,1
1970/01/01 15:49:29,udp,2
1970/01/01 15:49:35,tcp-syn,2
1970/01/01 15:49:40,udp,1
1970/01/01 15:49:46,tcp-syn,1
1970/01/01 15:49:53,tcp-syn,1
1970/01/01 15:49:53,udp,1
1970/01/01 15:49:54,tcp-syn,2
1970/01/01 15:50:01,tcp-syn,1
1970/01/01 15:50:06,tcp-syn,1
1970/01/01 15:50:07,tcp-syn,1
1970/01/01 15:50:21,udp,2
1970/01/01 15:50:33,tcp-syn,1
1970/01/01 15:50:35,tcp-syn,4
1970/01/01 15:50:50,tcp-syn,1
1970/01/01 15:50:50,udp,2
1970/01/01 15:50:56,tcp-syn,1
1970/01/01 15:51:03,tcp-syn,2
1970/01/01 15:51:14,tcp-syn,1
1970/01/01 15:51:17,tcp-syn,1
1970/01/01 15:51:25,udp,1
1970/01/01 15:51:33,tcp-syn,2
1970/01/01 15:51:44,tcp-syn,1
1970/01/01 15:51:45,tcp-syn,1
1970/01/01 15:51:54,tcp-syn,1
1970/01/01 15:52:18,tcp-syn,2
1970/01/01 15:52:21,tcp-syn,1
1970/01/01 15:52:32,tcp-syn,1
1970/01/01 15:52:34,udp,1
1970/01/01 15:52:40,tcp-syn,1
1970/01/01 15:52:46,tcp-syn,5
1970/01/01 15:52:48,udp,2
1970/01/01 15:53:00,tcp-syn,1
1970/01/01 15:53:01,tcp-syn,1
1970/01/01 15:53:07,tcp-syn,2
1970/01/01 15:53:16,tcp-syn,1
1970/01/01 15:53:20,tcp-syn,1
1970/01/01 15:53:23,tcp-syn,1
1970/01/01 15:53:29,tcp-syn,2
1970/01/01 15:53:39,tcp-syn,2
1970/01/01 15:53:40,tcp-syn,2
1970/01/01 15:53:43,tcp-syn,1
1970/01/01 15:53:44,tcp-syn,1
1970/01/01 15:53:51,tcp-syn,2
1970/01/01 15:53:59,udp,1
1970/01/01 15:54:12,tcp-syn,5
1970/01/01 15:54:13,tcp-syn,2
1970/01/01 15:54:15,tcp-syn,1
1970/01/01 15:54:17,tcp-syn,1
1970/01/01 15:54:19,tcp-syn,2
1970/01/01 15:54:25,tcp-syn,1
1970/01/01 15:54:29,tcp-syn,1
1970/01/01 15:54:32,tcp-syn,1
1970/01/01 15:54:38,tcp-syn,4
1970/01/01 15:54:40,tcp-syn,1
1970/01/01 15:54:43,tcp-syn,1
1970/01/01 15:55:11,tcp-syn,1
1970/01/01 15:55:13,tcp-syn,5
1970/01/01 15:55:26,tcp-syn,1
1970/01/01 15:55:30,tcp-syn,2
1970/01/01 15:55:32,tcp-syn,1
1970/01/01 15:55:33,tcp-syn,2
1970/01/01 15:55:38,tcp-syn,1
1970/01/01 15:55:47,tcp-syn,1
1970/01/01 15:55:54,tcp-syn,4
1970/01/01 15:55:57,udp,1
1970/01/01 15:55:58,tcp-syn,4
1970/01/01 15:55:58,udp,6
